target_id	length	replicate_1	replicate_2	replicate_3	replicate_4
ENSCGRG00015023316	738	0	0	0	0
ENSCGRG00015023318	1116	0.065822	0.0799509	0.183946	0
ENSCGRG00015023319	1596	887.4862	893.1233	879.5935	902.866
ENSCGRG00015023320	324	0	0	0	0
ENSCGRG00015023321	3641	8.39153	8.86991	8.68566	9.06376
ENSCGRG00015023322	4538	0.744594	1.121497	1.066293	0.800732
ENSCGRG00015023323	406	323.281	295.717	326.496	329.309
ENSCGRG00015023324	6646	8.35354	9.081002	9.17693	8.0879
ENSCGRG00015023325	759	0	0	0	0
ENSCGRG00015023326	1171	0	0	0	0
ENSCGRG00015023330	6047	4.2961516	4.42729	4.5030753	4.4212835
ENSCGRG00015023331	1282	16.4951	19.8629	17.3104	22.1168
ENSCGRG00015023332	420	0	0	0	0
ENSCGRG00015023334	3252	0	0	0	0
ENSCGRG00015023335	738	0.117217	0	0	0
ENSCGRG00015023336	3975	13.8454	14.2333	14.0706	13.2023
ENSCGRG00015023337	5922	18.476935	20.15372	18.81867	20.15815
ENSCGRG00015023338	912	0	0	0	0
ENSCGRG00015023339	264	597.002	560.198	599.716	655.928
ENSCGRG00015023341	5264	42.14836191	45.38215302	46.215167963072	45.75996563
ENSCGRG00015023342	243	2.61078	3.07544	2.42027	5.69376
ENSCGRG00015023344	633	0	0	0	0
ENSCGRG00015023345	816	0	0	0	0
ENSCGRG00015023347	1008	0	0	0	0
ENSCGRG00015023351	2142	0.150028	0.476065	0.0558137	0.0656106
ENSCGRG00015023353	1490	142.02	151.617	145.557	140.564
ENSCGRG00015023354	912	0	0	0	0
ENSCGRG00015023355	219	0	0	0	0
ENSCGRG00015023356	579	0	0	0	0
ENSCGRG00015023360	2988	8.92703	8.75721	8.618205	8.23103
ENSCGRG00015023361	2652	0	0	0	0
ENSCGRG00015023362	447	0	0	0	0
ENSCGRG00015023364	936	0	0	0	0
ENSCGRG00015023365	489	278.085	261.715	250.936	243.205
ENSCGRG00015023366	1071	0.0694583	0	0	0
ENSCGRG00015023367	2601	0	0	0	0
ENSCGRG00015023368	1409	26.733564	28.733195	27.792516	24.841661
ENSCGRG00015023369	3048	0.0608016	0.0247673	0	0.0443781
ENSCGRG00015023371	552	31.7267	34.8249	34.7869	35.2506
ENSCGRG00015023373	972	0	0	0	0
ENSCGRG00015023375	3580	5.9410300927792	6.70170403	6.42424	5.66835
ENSCGRG00015023377	738	0	0	0	0
ENSCGRG00015023378	750	0	0	0	0
ENSCGRG00015023379	768	0.220879	0	0.10304	0
ENSCGRG00015023380	684	43.0299	43.2136	40.827384	37.5752
ENSCGRG00015023381	7354	0.98552870265	1.333966	1.543314	1.579021
ENSCGRG00015023382	2391	6.89138	7.60546	6.87668	6.08852
ENSCGRG00015023383	2085	11.52368	10.68138	12.22501	12.64301
ENSCGRG00015023384	738	0	0	0	0.126656
ENSCGRG00015023386	648	0.28696	0	0.133825	0
ENSCGRG00015023387	2304	0	0	0	0.03022
ENSCGRG00015023388	789	0	0	0.099002	0
ENSCGRG00015023389	1221	0	0	0	0
ENSCGRG00015023390	972	0	0.0958708	0	0
ENSCGRG00015023391	504	0	0	0	0
ENSCGRG00015023392	483	103.97	101.104	107.738	97.7954
ENSCGRG00015023393	951	0	0	0	0
ENSCGRG00015023394	1495	126.5667911	137.13021121	121.78633171	118.4098085847
ENSCGRG00015023397	990	0	0	0	0
ENSCGRG00015023398	3177	38.9192	37.74848	38.76906	36.27106
ENSCGRG00015023399	2610	0	0	0	0
ENSCGRG00015023400	3075	39.7045	39.887	42.0429	41.8884
ENSCGRG00015023401	744	0	0	0	0
ENSCGRG00015023402	2243	401.10465	407.86886	402.19812	422.76393
ENSCGRG00015023403	294	0	0	0	0
ENSCGRG00015023404	2551	19.7064	22.8127	21.87547	20.49889
ENSCGRG00015023405	1140	0	0	0.0596451	0
ENSCGRG00015023406	945	0	0	0	0
ENSCGRG00015023407	1327	0	0	0	0.23037
ENSCGRG00015023408	2184	0.117407	0.143302	0.13649	0.0320935
ENSCGRG00015023409	1644	0.203874	0	0.113823	0.0890223
ENSCGRG00015023410	498	0	0	0	0
ENSCGRG00015023411	258	0	0	0	0
ENSCGRG00015023412	3501	0	0	0	0
ENSCGRG00015023413	915	0	0	0	0
ENSCGRG00015023414	955	46.4889	48.2058	42.8774	50.1944
ENSCGRG00015023416	3762	0	0	0	0.0176801
ENSCGRG00015023417	912	52.86294	42.98724	41.53982	54.94226
ENSCGRG00015023419	963	0	0	0	0
ENSCGRG00015023420	1182	0	0	0	0
ENSCGRG00015023421	1494	0	0	0	0
ENSCGRG00015023423	939	0	0	0	0
ENSCGRG00015023424	522	0	0	0	0
ENSCGRG00015023425	2434	103.42558	122.5919	110.53147	104.97903
ENSCGRG00015023426	3280	0.486514	0.594998	0.574264	0.327856
ENSCGRG00015023428	643	616.883	647.619	622.355	603.278
ENSCGRG00015023429	954	81.5286	82.7661	84.6467	81.9193
ENSCGRG00015023430	1113	0	0	0	0
ENSCGRG00015023431	2262	13.43188	13.47773	13.208492	13.24003
ENSCGRG00015023432	6935	15.010115006612	15.45556	15.62709206183	17.1850143
ENSCGRG00015023433	10325	5.58022196	6.16431791176242	5.61851616086093	5.2745676
ENSCGRG00015023434	2172	0	0	0	0
ENSCGRG00015023435	540	0	0	0	0
ENSCGRG00015023436	927	0	0	0	0
ENSCGRG00015023437	450	0	0	0	0
ENSCGRG00015023438	2067	0	0	0	0
ENSCGRG00015023439	1392	0	0	0	0
ENSCGRG00015023440	951	0	0	0	0
ENSCGRG00015023442	741	0.465997	0.562303	0.108722	0.377681
ENSCGRG00015023443	738	1.40198	2.35735	3.90545	4.82808
ENSCGRG00015023444	1699	10.1188	9.89619	10.6556	9.76377
ENSCGRG00015023445	858	0	0	0	0
ENSCGRG00015023446	2049	112.574	119.468	116.292	118.343
ENSCGRG00015023448	912	2.41623	1.8817	1.85033	0.842345
ENSCGRG00015023449	945	0	0	0	0
ENSCGRG00015023450	957	0.16152	0.391606	0.225816	0.613619
ENSCGRG00015023452	441	0.274556	0.98142	0.549177	0.588837
ENSCGRG00015023453	981	0	0	0	0
ENSCGRG00015023454	2736	0	0	0	0
ENSCGRG00015023455	1629	0	0	0	0
ENSCGRG00015023457	975	0	0	0	0
ENSCGRG00015023458	2289	0.0556709	0	0	0
ENSCGRG00015023459	654	0	0	0	0
ENSCGRG00015023460	3229	16.404	16.9425	17.292	17.2296
ENSCGRG00015023461	1446	0	0	0	0
ENSCGRG00015023462	3459	0	0	0	0.0217463
ENSCGRG00015023463	14178	0.577083	0.587298	0.747525	0.637729
ENSCGRG00015023464	805	39.7817	42.3479	34.8949	35.6872
ENSCGRG00015023465	981	0	0	0	0
ENSCGRG00015023466	519	1334.99	1234.53	1369.48	1344.63
ENSCGRG00015023467	1527	0	0	0	0
ENSCGRG00015023469	2179	17.804	19.1445	17.7351	18.405
ENSCGRG00015023470	729	0	0	0	0
ENSCGRG00015023471	1038	30.4043	31.7152	35.0089	32.2551
ENSCGRG00015023472	690	1.03953	0.939016	0.48502	0.840937
ENSCGRG00015023473	1170	0.0622708	0	0.057681	0
ENSCGRG00015023474	1719	0.114813	0.0698073	0	0.312597
ENSCGRG00015023475	3045	29.121806	29.55255	30.724417	30.58114
ENSCGRG00015023476	645	0	0	0	0
ENSCGRG00015023477	981	0	0	0	0
ENSCGRG00015023478	2392	22.6513	25.523	24.1187	25.5888
ENSCGRG00015023479	930	25.03138	29.5609	27.436	28.5968
ENSCGRG00015023481	945	0	0	0	0
ENSCGRG00015023482	519	1208.97	1138.81	1240.23	1236.25
ENSCGRG00015023483	321	0	0	0	0
ENSCGRG00015023484	942	0	0	0	0
ENSCGRG00015023486	5554	1.48957	1.15018	0.604849	1.74886
ENSCGRG00015023487	1851	34.9493	36.6513	34.13	36.5525
ENSCGRG00015023488	2310	0.0275508	0	0.025621	0
ENSCGRG00015023490	429	143.96	150.388	137.159	140.712
ENSCGRG00015023491	321	0	0	0	0
ENSCGRG00015023492	948	0	0	0	0
ENSCGRG00015023493	2139	0	0	0	0
ENSCGRG00015023494	957	0	0	0	0
ENSCGRG00015023496	4266	9.241176	10.029362	9.865481	8.1806985141558
ENSCGRG00015023497	1844	19.231	19.9674	20.683315	20.28348
ENSCGRG00015023498	1218	0	0.071536	0	0.128134
ENSCGRG00015023499	936	0	0	0	0
ENSCGRG00015023500	2508	7.26199	7.547211	7.19654	7.34029
ENSCGRG00015023501	954	0	0	0	0
ENSCGRG00015023502	945	0	0	0	0
ENSCGRG00015023503	1513	37.319806	38.177711	33.9149306	37.795501
ENSCGRG00015023504	423	0	0	0	0
ENSCGRG00015023505	1509	0	0	0	0
ENSCGRG00015023506	942	0	0	0.15384	0
ENSCGRG00015023507	2790	1.3622	1.85517	1.84783	1.73534
ENSCGRG00015023508	1203	0	0	0	0
ENSCGRG00015023509	957	0	0	0	0
ENSCGRG00015023511	945	0	0	0	0
ENSCGRG00015023512	7305	0.9614754	0.9406977	0.5772074	0.799756
ENSCGRG00015023513	255	3.17132	3.77768	5.90421	1.73798
ENSCGRG00015023516	504	1.52273	1.81927	1.41997	1.40099
ENSCGRG00015023517	5810	6.95733	7.8748	7.99048	8.76598
ENSCGRG00015023518	4974	0.119928	0.205407	0.0891609	0.11831
ENSCGRG00015023519	645	0	0	0	0
ENSCGRG00015023520	1224	0	0	0	0
ENSCGRG00015023522	2670	0	0	0	0
ENSCGRG00015023523	945	0	0	0	0
ENSCGRG00015023524	681	0	0	0	0
ENSCGRG00015023526	342	96.2851	87.0382	84.1078	87.0371
ENSCGRG00015023527	3950	0	0	0	0
ENSCGRG00015023528	1524	1.74812	2.76974	2.22102	2.60036
ENSCGRG00015023529	3861	96.1063	99.0157	98.6498	94.6443
ENSCGRG00015023530	507	0	0	0	0
ENSCGRG00015023531	645	0	0	0	0
ENSCGRG00015023532	1428	0	0	0	0
ENSCGRG00015023533	1860	0	0	0	0
ENSCGRG00015023534	945	0	0	0	0
ENSCGRG00015023535	2157	0	0	0	0
ENSCGRG00015023536	432	0	0	0	0
ENSCGRG00015023537	1803	0	0	0	0
ENSCGRG00015023539	936	0	0	0	0
ENSCGRG00015023540	3663	0	0	0	0.341086
ENSCGRG00015023541	1197	0	0	0	0
ENSCGRG00015023543	1293	0	0	0	0
ENSCGRG00015023545	2173	49.0035	51.6676	52.6309	58.6794
ENSCGRG00015023546	375	0	0	0	0
ENSCGRG00015023547	645	0	0	0	0
ENSCGRG00015023548	2349	27.09105	29.31894	26.719431	26.89691
ENSCGRG00015023549	4413	21.52679	23.39965	21.60629	21.23788
ENSCGRG00015023550	2595	6.53215	6.3827	6.11869	7.1211
ENSCGRG00015023551	936	0	0	0	0
ENSCGRG00015023552	680	74.6044	81.614712	76.8966	78.694033
ENSCGRG00015023553	1488	0	0	0	0
ENSCGRG00015023554	1122	6.62797	6.7912	7.814906	8.18156
ENSCGRG00015023555	4077	30.091	31.4931	31.78	29.1571
ENSCGRG00015023556	936	0	0	0	0
ENSCGRG00015023557	933	0	0	0	0
ENSCGRG00015023558	4587	15.6837	15.853	13.9992	16.2683
ENSCGRG00015023559	1056	0	0	0	0
ENSCGRG00015023562	6025	3.6214689	3.926392	4.151729	3.5896184
ENSCGRG00015023563	3954	8.21176	8.98115	8.11602	8.08107
ENSCGRG00015023564	933	0	0	0	0
ENSCGRG00015023565	567	4.12955	5.21893	5.29305	3.54962
ENSCGRG00015023566	1779	98.1008	98.6358	98.4935	102.762
ENSCGRG00015023567	930	0	0	0	0
ENSCGRG00015023568	966	0	0	0	0
ENSCGRG00015023569	768	7.50987	9.33536	9.47968	8.3596
ENSCGRG00015023570	933	0	0	0	0
ENSCGRG00015023571	861	10.9229	12.802	10.2192	11.4447
ENSCGRG00015023572	570	0.706915	0	1.15374	0.379834
ENSCGRG00015023573	3120	317.031	338.881	325.673	333.8174
ENSCGRG00015023574	771	24.485	24.6642	21.2059	25.0537
ENSCGRG00015023575	3174	29.8635	28.9383	28.7892	29.8542
ENSCGRG00015023577	2277	3.8361	3.99939	3.56747	4.34835
ENSCGRG00015023578	654	0.141378	0	0	0.152272
ENSCGRG00015023579	939	0	0	0	0
ENSCGRG00015023581	1860	0	0	0	0
ENSCGRG00015023582	1196	3.340873	2.53151	2.349935	1.80894
ENSCGRG00015023585	1446	1.18904	1.56361	1.19528	1.40049
ENSCGRG00015023586	1077	1.98456	1.90425	2.24835	1.10479
ENSCGRG00015023587	2106	0	0	0	0
ENSCGRG00015023590	927	0	0	0	0
ENSCGRG00015023592	930	0	0	0	0
ENSCGRG00015023593	2538	0.0257505	0.128817	0	0.0614061
ENSCGRG00015023595	1527	0	0	0	0
ENSCGRG00015023596	1423	4.18567	4.76478	5.21973	4.77043
ENSCGRG00015023601	945	0	0	0	0
ENSCGRG00015023602	4580	9.25935	11.0514	10.14213	9.61359
ENSCGRG00015023603	1212	17.2298	19.0032	18.3062	17.4057
ENSCGRG00015023604	945	0	0	0	0
ENSCGRG00015023605	1609	7.6967	9.07287	8.64125	8.03548
ENSCGRG00015023606	2262	0.0846305	0	0	0.100323
ENSCGRG00015023607	2291	95.6876	95.0557	99.74271	97.77042
ENSCGRG00015023608	531	0.199237	0	0.185747	0.2138
ENSCGRG00015023610	1563	37.8898	40.8854	38.9275	37.1886
ENSCGRG00015023611	945	0	0	0	0
ENSCGRG00015023612	2716	36.94085	39.208408261	39.039223	38.021243
ENSCGRG00015023613	2274	0.0301494	0	0.0560817	0.032962
ENSCGRG00015023614	1278	0	0	0	0
ENSCGRG00015023615	942	0	0	0	0
ENSCGRG00015023616	1224	155.9332	152.26598	162.06709	157.905637
ENSCGRG00015023617	1785	34.9778	33.5776	32.748	31.9372
ENSCGRG00015023618	1149	2.90395	2.02839	2.96529	2.33723
ENSCGRG00015023619	945	0	0	0	0
ENSCGRG00015023620	1101	0	0.0813583	0	0
ENSCGRG00015023621	717	0.367442	1.03361	0.457189	0.793268
ENSCGRG00015023626	558	0	0	0	0
ENSCGRG00015023627	3840	5.36789	6.42858	5.35616	6.15741
ENSCGRG00015023629	1511	10.625399	13.16624	11.28755	13.02249
ENSCGRG00015023630	2642	6.346746	5.5148998	5.660384	4.773283
ENSCGRG00015023631	966	0	0	0	0
ENSCGRG00015023632	1143	0	0	0	0
ENSCGRG00015023634	2076	0	0	0	0
ENSCGRG00015023635	4117	2.07488	2.55298	2.24995	1.96765
ENSCGRG00015023637	2730	1.20557	1.17191	0.9369895	0.834517
ENSCGRG00015023638	2961	0.104596	0.0766855	0.0777926	0.229007
ENSCGRG00015023639	948	0	0	0	0
ENSCGRG00015023640	981	0	0	0	0
ENSCGRG00015023641	3651	0	0	0	0.0547704
ENSCGRG00015023642	1769	32.6172	34.159	33.1298	33.9482
ENSCGRG00015023643	3960	50.5342	56.0798	52.2651	54.2108
ENSCGRG00015023644	264	2505.81	2479.89	2475.35	2405.86
ENSCGRG00015023646	4715	404.08004	424.41714	396.59422	414.2706
ENSCGRG00015023647	1434	0.336325	0.116996	0.26833	0.31437
ENSCGRG00015023648	1704	0.156339	0.0476434	0.0727311	0.0426764
ENSCGRG00015023649	2580	0.389589	0.446095	0.452811	0.239785
ENSCGRG00015023650	933	0	0	0	0
ENSCGRG00015023651	416	0	0	0	0
ENSCGRG00015023653	945	0	0	0	0
ENSCGRG00015023654	1485	0	0	0	0
ENSCGRG00015023655	2696	3.9763204	4.5044507	3.809934	4.766298
ENSCGRG00015023656	1787	17.1518	16.6317	17.6078	17.6436
ENSCGRG00015023658	3533	3.52251	3.71531	3.37058	3.70689
ENSCGRG00015023659	984	0	0	0.0724769	0
ENSCGRG00015023660	327	0	0	0	0
ENSCGRG00015023662	579	0	0	0	0
ENSCGRG00015023663	702	27.8353	28.0502	30.8182	31.1225
ENSCGRG00015023664	1320	15.4802	14.5629	13.5703	14.0284
ENSCGRG00015023665	411	1.69042	4.68027	3.58919	3.15571
ENSCGRG00015023666	990	0	0	0	0
ENSCGRG00015023667	1812	0	0	0	0
ENSCGRG00015023668	1650	333.253	361.8929	340.6651	344.6061
ENSCGRG00015023669	939	0	0	0	0
ENSCGRG00015023670	1128	0	0	0	0
ENSCGRG00015023671	1132	1.31329e-07	0.608497	4.05246	3.46691
ENSCGRG00015023672	5377	6.34017	6.794233	6.71424	6.895429
ENSCGRG00015023674	456	0.287209	0.680605	0.540382	0
ENSCGRG00015023675	3277	13.665238	15.9116	14.6085	15.094049
ENSCGRG00015023676	846	0	0	0	0
ENSCGRG00015023677	939	0	0	0	0
ENSCGRG00015023678	1245	7.46104	9.80745	8.67284	8.895342
ENSCGRG00015023679	1917	0	0	0.0316939	0
ENSCGRG00015023681	1479	0	0	0	0
ENSCGRG00015023682	2022	0	0	0	0
ENSCGRG00015023683	2144	14.182274	15.510276	15.640103	16.289139
ENSCGRG00015023684	408	0.315761	1.12714	1.17437	0.338531
ENSCGRG00015023685	3579	0	0	0	0
ENSCGRG00015023686	834	0	0	0	0
ENSCGRG00015023687	3626	87.3784	89.4421	92.3783	91.4815
ENSCGRG00015023688	1188	18.7062	17.742682	17.990441	18.76569
ENSCGRG00015023689	1503	0	0	0.0422412	0
ENSCGRG00015023692	3436	8.065567	8.68186	8.131942	8.726823
ENSCGRG00015023693	243	0.864174	1.02515	3.22703	1.89792
ENSCGRG00015023694	246	0	0.99917	1.57079	0
ENSCGRG00015023695	1554	0	0	0	0
ENSCGRG00015023696	1662	25.922700980082	27.2771	24.9819	25.9711
ENSCGRG00015023697	1365	1.53111	1.7392	1.04525	1.55771
ENSCGRG00015023698	981	0	0	0	0
ENSCGRG00015023699	1152	16.6785	16.4275	17.5354	15.9491
ENSCGRG00015023700	939	0	0	0	0
ENSCGRG00015023701	1529	71.8912	75.6026	74.0224	76.4005
ENSCGRG00015023702	3168	14.5545	14.7245	16.023	14.4046
ENSCGRG00015023703	990	43.0375	47.0525	48.7371	45.566
ENSCGRG00015023704	534	0	0	0	0
ENSCGRG00015023707	939	0	0	0	0
ENSCGRG00015023708	4672	0.884654	1.07645	1.52127	1.52211
ENSCGRG00015023709	960	0	0	0	0
ENSCGRG00015023711	372	0	0	0	0
ENSCGRG00015023714	3117	0.0791133	0.0725145	0.0401443	0.0433107
ENSCGRG00015023716	2463	0.538449	0.438357	0.453006	0.589057
ENSCGRG00015023718	933	0	0	0	0
ENSCGRG00015023720	2257	31.8951	32.543164	33.34883	31.7418
ENSCGRG00015023721	1607	0.922548	0.564242	1.14169	0.851305
ENSCGRG00015023722	363	0	0	0	0
ENSCGRG00015023723	5895	8.745603	8.645506	9.372902	9.4497153
ENSCGRG00015023724	1127	33.8464	36.94818	34.36499	39.597032
ENSCGRG00015023725	939	0	0	0	0
ENSCGRG00015023726	2799	15.3761	15.4958	15.3509	14.1991
ENSCGRG00015023727	3101	0	0	0.0184901	0
ENSCGRG00015023728	939	0	0	0	0
ENSCGRG00015023730	1014	1.71775	1.08731	1.80956	1.13592
ENSCGRG00015023731	2919	55.4996148	55.1533177	54.9708989	54.258596
ENSCGRG00015023732	939	0	0	0	0
ENSCGRG00015023733	939	0	0	0	0
ENSCGRG00015023735	4943	0.131587	0.323617	0.450274	0.359607
ENSCGRG00015023736	1521	71.317	76.0235	73.2841	74.4889
ENSCGRG00015023738	2907	3.975761	4.06866	4.138423	3.935276
ENSCGRG00015023739	917	0	0	0.159938	0.0929987
ENSCGRG00015023743	2984	25.732386	27.7066	28.3646	27.128591
ENSCGRG00015023744	2041	7.33201	7.786416	8.23588	8.22127
ENSCGRG00015023746	2490	0.354627	0.216538	0.329754	0.249412
ENSCGRG00015023747	1239	8.06148	6.79182	9.3835	7.83858
ENSCGRG00015023748	957	0	0	0	0
ENSCGRG00015023749	384	0	0	0	0
ENSCGRG00015023750	1602	0	0	0	0
ENSCGRG00015023751	580	28.8453	29.2247	29.7897	32.8462
ENSCGRG00015023752	939	0	0	0	0
ENSCGRG00015023753	3344	27.5229	29.1855	26.9132	32.1479
ENSCGRG00015023754	930	0	0	0	0
ENSCGRG00015023755	3749	11.5177	12.617	13.0093	12.6172
ENSCGRG00015023756	1014	0	0	0	0
ENSCGRG00015023757	972	0	0	0	0
ENSCGRG00015023758	939	0	0	0	0
ENSCGRG00015023761	939	0	0	0	0
ENSCGRG00015023762	2592	0.702503	0.56216	0.810868	0.477115
ENSCGRG00015023763	993	0.614512	0.931665	0.6523306	0.166851
ENSCGRG00015023764	939	0	0	0	0
ENSCGRG00015023765	948	0	0	0	0
ENSCGRG00015023766	3063	0	0	0	0
ENSCGRG00015023768	429	73.2784	65.9235	69.2505	70.2012
ENSCGRG00015023770	939	0	0	0	0
ENSCGRG00015023771	1914	8.644622	8.99057	7.725146256413	10.3248250007053
ENSCGRG00015023772	759	7.4886	8.49112	7.1432	8.78361
ENSCGRG00015023773	2449	14.631	17.3938	16.4845	17.1349
ENSCGRG00015023776	2247	0.142114	0.17348	0.0528658	0.0932456
ENSCGRG00015023777	933	0	0	0	0
ENSCGRG00015023778	969	0	0	0	0
ENSCGRG00015023779	1503	0.499256	0.331676	0.464653	0.247567
ENSCGRG00015023780	1202	28.90635	31.83192	28.8744	31.92977
ENSCGRG00015023781	1281	0.496993	0.604525	0.412213	0.180474
ENSCGRG00015023782	795	1036.78925	1081.7973	968.67078	1138.730768
ENSCGRG00015023783	4710	14.07259	13.19637184201	11.829901	14.045736
ENSCGRG00015023784	939	0	0	0	0
ENSCGRG00015023785	3135	0	0	0	0
ENSCGRG00015023786	4034	10.484	10.9344	9.64676	9.91148
ENSCGRG00015023787	939	0	0	0	0
ENSCGRG00015023788	918	0	0	0	0
ENSCGRG00015023789	3709	9.028109	9.31149	9.58322	8.57134
ENSCGRG00015023791	1933	0.880179	0.619248	0.705371	0.937119
ENSCGRG00015023793	2017	0	0	0	0
ENSCGRG00015023794	1554	20.5806	22.0445	21.7496	19.6979
ENSCGRG00015023795	1994	30.6509068	30.8724884067	32.0627400109791	31.8578000129543
ENSCGRG00015023796	840	0.0969082	0	0	0
ENSCGRG00015023797	1945	0.502594	0.858349	0.529848	0.793268
ENSCGRG00015023798	480	0	0	0	0
ENSCGRG00015023799	171	0	0	0	0
ENSCGRG00015023800	1476	0	0	0	0
ENSCGRG00015023801	615	2.15043	1.2044	2.15467	1.59251
ENSCGRG00015023802	3222	0.267092	0.303132	0.283761	0.31336
ENSCGRG00015023804	1029	0.512642	0.710937	0.272972	0.477468
ENSCGRG00015023805	2952	0.0839559	0.0769408	0.0390263	0.0919078
ENSCGRG00015023806	2160	0	0	0	0
ENSCGRG00015023808	939	0	0	0	0
ENSCGRG00015023809	1309	39.490579	40.79895	41.280445	43.599593
ENSCGRG00015023810	2868	0	0	0	0
ENSCGRG00015023812	1230	0.0581411	0	0	0
ENSCGRG00015023814	654	0.565513	2.04039	1.05521	0.304545
ENSCGRG00015023816	2973	22.6595	23.3624	22.6924	23.8714
ENSCGRG00015023817	5427	1.248667	1.708989	1.28119	1.47547
ENSCGRG00015023818	2788	11.120838	11.32879	11.257651	11.15113
ENSCGRG00015023819	696	0	0	0	0
ENSCGRG00015023820	1830	13.794213	13.5925	16.704103	15.408173
ENSCGRG00015023821	270	0	0	0	0
ENSCGRG00015023822	306	0	0	0	2.34527
ENSCGRG00015023823	1332	0	0	0	0
ENSCGRG00015023824	1488	0	0	0	0
ENSCGRG00015023826	1377	11.1584	12.4136	11.1864	10.0175
ENSCGRG00015023827	954	0	0	0	0
ENSCGRG00015023828	3754	53.915	57.0418	58.7437	59.330238
ENSCGRG00015023829	2364	0	0	0	0
ENSCGRG00015023831	7380	0	0	0	0
ENSCGRG00015023833	942	0	0	0	0
ENSCGRG00015023834	3113	5.37511	6.04723	4.86067	4.559647
ENSCGRG00015023835	2292	0	0	0	0
ENSCGRG00015023837	948	0	0	0	0
ENSCGRG00015023839	981	27.7987	30.4913	32.459	32.3898
ENSCGRG00015023840	1026	0	0	0	0
ENSCGRG00015023841	948	0	0	0	0
ENSCGRG00015023842	3591	19.6985	20.5774	19.9346	19.8668
ENSCGRG00015023844	975	0	0	0	0
ENSCGRG00015023845	949	10.6201	10.419947	10.789219	11.5254
ENSCGRG00015023846	1239	0.0985917	0.238443	0.1839	0
ENSCGRG00015023847	1758	23.6248	24.5772	25.871	26.2536
ENSCGRG00015023848	885	0	0	0	0
ENSCGRG00015023850	948	0	0	0	0
ENSCGRG00015023851	1020	0	0	0	0
ENSCGRG00015023853	1443	0	0	0.0443817	0
ENSCGRG00015023854	1611	0	0	0	0.0455891
ENSCGRG00015023855	2610	0.433247	0.9307054	0.2995452	0.540577
ENSCGRG00015023856	2256	0.76396	1.48524	0.815727	0.773563
ENSCGRG00015023858	1322	2.76103	3.29476	3.11431	2.83518
ENSCGRG00015023859	1407	0	0	0	0
ENSCGRG00015023860	2346	0	0	0	0
ENSCGRG00015023861	6336	0	0	0	0
ENSCGRG00015023862	3648	0	0	0	0
ENSCGRG00015023863	4488	28.00199	28.42169	29.93164	28.20261
ENSCGRG00015023865	1476	0	0	0	0
ENSCGRG00015023866	948	0	0	0	0
ENSCGRG00015023868	1707	0	0	0	0
ENSCGRG00015023869	6192	26.391	30.5954	31.79582	30.1498
ENSCGRG00015023870	2621	9.716268	10.745033	10.962537	9.757481
ENSCGRG00015023871	3226	4.68687	4.86688	4.2861	4.19339
ENSCGRG00015023872	885	0.0899953	0.217931	0.335607	0.780438
ENSCGRG00015023873	948	0	0	0	0
ENSCGRG00015023874	1983	1.11414	1.2793	1.12778	1.50412
ENSCGRG00015023875	1440	0.0478029	0	0.0444944	0
ENSCGRG00015023876	6012	22.5991	25.3098	25.1557	23.9921
ENSCGRG00015023877	966	0	0	0	0
ENSCGRG00015023878	969	0	0	0	0
ENSCGRG00015023879	927	0	0	0	0
ENSCGRG00015023880	2103	0	0	0	0
ENSCGRG00015023882	2586	0.104988	0.0961483	0.122036	0.0574231
ENSCGRG00015023883	2496	30.3404	34.100309	33.4508	31.213091
ENSCGRG00015023884	942	0	0	0.0769199	0
ENSCGRG00015023885	936	0	0	0	0
ENSCGRG00015023887	939	0	0	0	0
ENSCGRG00015023888	2160	0.118887	0.0812208	0.3096548	0.181893
ENSCGRG00015023889	4632	0.129302	0.0790838	0.120167	0.155883
ENSCGRG00015023890	1935	43.6154	40.4172	45.4939	42.4299
ENSCGRG00015023891	231	0	1.14296	0	0
ENSCGRG00015023892	1539	61.4536	76.2939	76.4353	79.2099
ENSCGRG00015023893	966	27.64888	24.763	24.36156	27.5276
ENSCGRG00015023894	933	0	0	0	0
ENSCGRG00015023895	3220	14.89193	15.28987	15.29927	15.6356
ENSCGRG00015023899	1461	0	0	0	0
ENSCGRG00015023901	966	0	0	0	0
ENSCGRG00015023902	942	0	0	0	0
ENSCGRG00015023903	1449	0	0.0577667	0	0
ENSCGRG00015023904	2133	0	0.0735907	0	0.065924
ENSCGRG00015023906	924	0	0	0	0
ENSCGRG00015023907	4218	22.72928	23.816515	24.32833	22.955449
ENSCGRG00015023908	2479	2.77469	3.07757	2.74579	2.89631
ENSCGRG00015023909	945	0	0	0	0
ENSCGRG00015023910	1659	0.484064	0.577667	0.450413	0.484416
ENSCGRG00015023911	930	0.167979	0	0.375119	0.863256
ENSCGRG00015023913	948	0	0	0	0
ENSCGRG00015023915	996	0	0	0	0
ENSCGRG00015023916	954	0	0	0	0
ENSCGRG00015023917	1308	0.538036	0.130914	0.450838	0.293126
ENSCGRG00015023918	1905	19.18921	21.362334	22.21301	18.19378
ENSCGRG00015023919	1197	20.0913	24.0853	23.4722	19.7698
ENSCGRG00015023920	942	0	0	0	0
ENSCGRG00015023922	2736	0	0	0	0
ENSCGRG00015023923	831	0.395136	0.43941	0.460203	0.537667
ENSCGRG00015023924	3350	71.8378	76.1648	78.168219	77.15
ENSCGRG00015023925	942	0	0	0	0
